name	smiles	ingredient
[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C	PACLITAXEL
[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-17-acetyloxy-10,13-dimethyl-2,16-bis(1-methylpiperidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate;dibromide	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]	PANCURONIUM BROMIDE
ethyl 10-(2-iodophenyl)undecanoate	CCOC(=O)CCCCCCCCC(C)C1=CC=CC=C1I	IOPHENDYLATE
4-[[2-[[2-[[4-amino-2-[[2-[[2-[[6-amino-2-[[2-[[2-[[4-amino-2-[[2-[[2-[[2-[[5-amino-2-[[2-[[2-[[2-[[2-[(2-amino-3-hydroxypropanoyl)amino]-3-methylbutanoyl]amino]-3-hydroxypropanoyl]amino]-4-carboxybutanoyl]amino]-3-methylpentanoyl]amino]-5-oxopentanoyl]amino]-4-methylpentanoyl]amino]-4-methylsulfanylbutanoyl]amino]-3-(1H-imidazol-4-yl)propanoyl]amino]-4-oxobutanoyl]amino]-4-methylpentanoyl]amino]acetyl]amino]hexanoyl]amino]-3-(1H-imidazol-4-yl)propanoyl]amino]-4-methylpentanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylsulfanylbutanoyl]amino]-5-[[1-[[1-[[1-[[1-[[1-[[1-[[6-amino-1-[[6-amino-1-[[1-[[5-amino-1-[[1-[[1-[[1-[[4-amino-1-[(1-carboxy-2-phenylethyl)amino]-1,4-dioxobutan-2-yl]amino]-3-(1H-imidazol-4-yl)-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxohexan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-oxopentanoic acid	CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC2=CNC=N2)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CCSC)C(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NC(CC5=CNC=N5)C(=O)NC(CC(=O)N)C(=O)NC(CC6=CC=CC=C6)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CO)N	TERIPARATIDE ACETATE
(3-cyclohexyl-3-hydroxy-3-phenylpropyl)-triethylazanium;chloride	CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O.[Cl-]	TRIDIHEXETHYL CHLORIDE
sodium;(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+]	PENICILLIN G SODIUM
(3S)-4-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-[[(2S)-2-[[(2S)-3-(1H-indol-3-yl)-2-[3-[(2-methylpropan-2-yl)oxycarbonylamino]propanoylamino]propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-4-oxobutanoic acid	CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N	PENTAGASTRIN
[2-[(8S,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] 2,2-dimethylpropanoate	CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C	DESOXYCORTICOSTERONE PIVALATE
N,N-dimethyl-1-phenothiazin-10-ylpropan-2-amine;hydrochloride	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl	PROMETHAZINE HYDROCHLORIDE
chromium(3+);trioxido(oxo)-(32P)lambda5-phosphane	[O-]P(=O)([O-])[O-].[Cr+3]	CHROMIC PHOSPHATE P-32
sodium;3-[18-(2-carboxyethyl)-12-ethyl-7-(1-hydroxyethyl)-3,8,13,17-tetramethyl-21,23-dihydroporphyrin-2-yl]propanoic acid	CCC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=N5)C=C1N2)C)C(C)O)C)CCC(=O)O)C(=C3C)CCC(=O)O)C.[Na+]	PORFIMER SODIUM
sodium;(2S,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate	CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]	PIPERACILLIN SODIUM
potassium;acetate	CC(=O)[O-].[K+]	POTASSIUM ACETATE
(NE)-N-[(1-methylpyridin-1-ium-2-yl)methylidene]hydroxylamine;chloride	C[N+]1=CC=CC=C1C=NO.[Cl-]	PRALIDOXIME CHLORIDE
(6R,7R)-7-[[2-[2-(aminomethyl)phenyl]acetyl]amino]-3-[[1-(carboxymethyl)tetrazol-5-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O	CEFORANIDE
2-benzyl-4,5-dihydro-1H-imidazole;hydrochloride	C1CN=C(N1)CC2=CC=CC=C2.Cl	TOLAZOLINE HYDROCHLORIDE
methyl-di(propan-2-yl)-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium;bromide	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C.[Br-]	PROPANTHELINE BROMIDE
2-[4,7-bis(carboxylatomethyl)-10-(2-hydroxypropyl)-1,4,7,10-tetrazacyclododec-1-yl]acetate;gadolinium(3+)	CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]	GADOTERIDOL
2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethyl heptanoate	CCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	FLUPHENAZINE ENANTHATE
2-amino-2-(hydroxymethyl)propane-1,3-diol;(Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]cyclopentyl]hept-5-enoic acid	CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O	DINOPROST TROMETHAMINE
pentasodium;samarium-153(3+);N,N,N',N'-tetrakis(phosphonatomethyl)ethane-1,2-diamine	C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Sm+3]	SAMARIUM SM-153 LEXIDRONAM PENTASODIUM
(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.C(C(C(C(C(C(=O)O)O)O)O)O)O	QUINIDINE GLUCONATE
(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid;hydrochloride	C(CC(C(=O)O)N)CN=C(N)N.Cl	ARGININE HYDROCHLORIDE
[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-3-acetyloxy-10,13-dimethyl-2-piperidin-1-yl-16-(1-prop-2-enylpiperidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl] propanoate;bromide	CCC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C.[Br-]	RAPACURONIUM BROMIDE
methyl 1-(3-methoxy-3-oxopropyl)-4-(N-propanoylanilino)piperidine-4-carboxylate;hydrochloride	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl	REMIFENTANIL HYDROCHLORIDE
3-acetamido-5-(acetamidomethyl)-2,4,6-triiodobenzoic acid;(2R,3R,4R,5S)-6-(methylamino)hexane-1,2,3,4,5-pentol	CC(=O)NCC1=C(C(=C(C(=C1I)NC(=O)C)I)C(=O)O)I.CNCC(C(C(C(CO)O)O)O)O	IODAMIDE MEGLUMINE
4-[2-[[(1R,2S)-1-hydroxy-1-(4-hydroxyphenyl)propan-2-yl]amino]ethyl]phenol;hydrochloride	CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl	RITODRINE HYDROCHLORIDE
disodium;2,3,4,5-tetrachloro-6-[2,4,5,7-tetrakis(131I)(iodanyl)-3-oxido-6-oxoxanthen-9-yl]benzoate	C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[Na+].[Na+]	ROSE BENGAL SODIUM I-131
[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-3-hydroxy-10,13-dimethyl-2-morpholin-4-yl-16-(1-prop-2-enylpyrrolidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate;bromide	CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C.[Br-]	ROCURONIUM BROMIDE
acetic acid;(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-5-(diaminomethylideneamino)-2-[[2-(methylamino)acetyl]amino]pentanoyl]amino]-3-methylbutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylbutanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]pyrrolidine-2-carbonyl]amino]propanoic acid;hydrate	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC.CC(=O)O.O	SARALASIN ACETATE
5-[[1-[[1-[[1-[[1-[[1-[[1-[[1-[[1-[[1-[[1-[[5-amino-1-[[1-[[1-[[1-[[5-amino-1-[[2-[[1-[(1-carboxy-2-methylpropyl)amino]-4-methyl-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-[[2-[[2-[[2-[[2-[[2-[[2-[[2-[[2-amino-3-(1H-imidazol-2-yl)propanoyl]amino]-3-hydroxypropanoyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-3-hydroxybutanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-5-oxopentanoic acid	CC(C)CC(C(=O)NC(C(C)C)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC2=NC=CN2)N	SECRETIN
(2S)-2-amino-4-methyl(75Se)selanylbutanoic acid	C[Se]CCC(C(=O)O)N	SELENOMETHIONINE SE-75
sodium;acetate	CC(=O)[O-].[Na+]	SODIUM ACETATE
sodium;hydrogen carbonate	C(=O)(O)[O-].[Na+]	SODIUM BICARBONATE
sodium;2-hydroxypropanoate	CC(C(=O)[O-])O.[Na+]	SODIUM LACTATE
disodium;butanedioate	C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+]	SODIUM SUCCINATE
sodium;tetradecyl sulfate	CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]	SODIUM TETRADECYL SULFATE
disodium;dioxido-oxo-sulfanylidene-lambda6-sulfane	[O-]S(=O)(=S)[O-].[Na+].[Na+]	SODIUM THIOSULFATE
1-(4-(123I)iodanylphenyl)-N-propan-2-ylpropan-2-amine;hydrochloride	CC(C)NC(C)CC1=CC=C(C=C1)I.Cl	IOFETAMINE HYDROCHLORIDE I-123
sodium;(2S,5R,6R)-6-[(2,6-dimethoxybenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate	CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)[O-])C.[Na+]	METHICILLIN SODIUM
urea	C(=O)(N)N	UREA
4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol	CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	DIETHYLSTILBESTROL
[4-[(E)-4-(4-phosphonooxyphenyl)hex-3-en-3-yl]phenyl] dihydrogen phosphate	CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O	DIETHYLSTILBESTROL DIPHOSPHATE
2-[(1R,2R,3S,4R,5R,6S)-3-(diaminomethylideneamino)-4-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-formyl-4-hydroxy-5-methyloxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine;sulfuric acid	CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O	STREPTOMYCIN SULFATE
2-hydroxypropane-1,2,3-tricarboxylic acid;N-[4-(methoxymethyl)-1-(2-thiophen-2-ylethyl)piperidin-4-yl]-N-phenylpropanamide	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O	SUFENTANIL CITRATE
sodium;(4-aminophenyl)sulfonyl-pyrimidin-2-ylazanide	C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Na+]	SULFADIAZINE SODIUM
sodium;4,6-dioxo-5-pentan-2-yl-5-prop-2-enyl-1H-pyrimidine-2-thiolate	CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC=C.[Na+]	THIAMYLAL SODIUM
trimethyl-[10-(trimethylazaniumyl)decyl]azanium;dibromide	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]	DECAMETHONIUM BROMIDE
(1R,9R,13R)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol;2-hydroxypropanoic acid	CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O.CC(C(=O)O)O	PENTAZOCINE LACTATE
[hydroxy(phosphono)methyl]phosphonic acid;technetium-99	C(O)(P(=O)(O)O)P(=O)(O)O.[Tc]	TECHNETIUM TC-99M OXIDRONATE KIT
2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	ATENOLOL
(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-4,4a,4b,5,6,10b,11,12-octahydro-3H-naphtho[2,1-f]chromene-2,8-dione	CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C	TESTOLACTONE
trisodium;2-[2-[carboxylatomethyl-[[2-methyl-3-oxido-5-(phosphonatooxymethyl)pyridin-4-yl]methyl]amino]ethyl-[[2-methyl-3-oxido-5-(phosphonatooxymethyl)pyridin-4-yl]methyl]amino]acetate;hydron;manganese(2+)	[H+].[H+].[H+].CC1=NC=C(C(=C1[O-])CN(CCN(CC2=C(C(=NC=C2COP(=O)([O-])[O-])C)[O-])CC(=O)[O-])CC(=O)[O-])COP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Mn+2]	MANGAFODIPIR TRISODIUM
[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] propanoate	CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C	TESTOSTERONE PROPIONATE
chloro(201Tl)thallium-201	Cl[Tl]	THALLOUS CHLORIDE TL-201
tris(aziridin-1-yl)-sulfanylidene-lambda5-phosphane	C1CN1P(=S)(N2CC2)N3CC3	THIOTEPA
(2S)-N-[(2S)-1-[(2S)-2-carbamoylpyrrolidin-1-yl]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N	PROTIRELIN
disodium;(2S,5R,6R)-6-[[(2R)-2-carboxylato-2-thiophen-3-ylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+]	TICARCILLIN DISODIUM
2-ethylsulfanyl-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine;2-hydroxybutanedioic acid	CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C.C(C(C(=O)O)O)C(=O)O.C(C(C(=O)O)O)C(=O)O	THIETHYLPERAZINE MALATE
2,3,4,5,6-pentahydroxyhexanal;1,3,4,5,6-pentahydroxyhexan-2-one	C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O	INVERT SUGAR
(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one;hydrochloride	CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O.Cl	SPECTINOMYCIN HYDROCHLORIDE
7-[(1R,5S)-6-[[(2S)-2-[[(2S)-2-aminopropanoyl]amino]propanoyl]amino]-3-azabicyclo[3.1.0]hexan-3-yl]-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid;methanesulfonic acid	CC(C(=O)NC(C)C(=O)NC1C2C1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F)N.CS(=O)(=O)O	ALATROFLOXACIN MESYLATE
(1S,16R)-10,25-dimethoxy-15,15,30-trimethyl-7,23-dioxa-30-aza-15-azoniaheptacyclo[22.6.2.23,6.18,12.118,22.027,31.016,34]hexatriaconta-3(36),4,6(35),8(34),9,11,18(33),19,21,24,26,31-dodecaene-9,21-diol	CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC	TUBOCURARINE CHLORIDE
(3S)-3-[[(2S)-5-amino-5-oxo-2-[[(2S)-5-oxopyrrolidine-2-carbonyl]amino]pentanoyl]amino]-4-[[(2S)-1-[[(2S,3R)-1-[[2-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-methylsulfanyl-1-oxobutan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-2-oxoethyl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxo-3-(4-sulfooxyphenyl)propan-2-yl]amino]-4-oxobutanoic acid;N-ethylethanamine	CCNCC.CC(C(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5)O	CERULETIDE DIETHYLAMINE
1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodo-5-[(2-methoxyacetyl)amino]-3-N-methylbenzene-1,3-dicarboxamide	CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I	IOPROMIDE
2-carbamoyloxypropyl(trimethyl)azanium;chloride	CC(C[N+](C)(C)C)OC(=O)N.[Cl-]	BETHANECHOL CHLORIDE
2-amino-1-(2,5-dimethoxyphenyl)propan-1-ol;hydrochloride	CC(C(C1=C(C=CC(=C1)OC)OC)O)N.Cl	METHOXAMINE HYDROCHLORIDE
methyl (1R,9R,10S,11R,12R,19R)-11-acetyloxy-12-ethyl-4-[(13S,15S,17S)-17-ethyl-17-hydroxy-13-methoxycarbonyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9-tetraen-13-yl]-10-hydroxy-5-methoxy-8-methyl-8,16-diazapentacyclo[10.6.1.01,9.02,7.016,19]nonadeca-2,4,6,13-tetraene-10-carboxylate;sulfuric acid	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O	VINBLASTINE SULFATE
N,N-dimethyl-3-[2-(trifluoromethyl)phenothiazin-10-yl]propan-1-amine;hydrochloride	CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl	TRIFLUPROMAZINE HYDROCHLORIDE
(3S)-3,6-diamino-N-[(3S,6Z,9S,12S,15S)-3-[(4R,6S)-2-amino-6-hydroxy-1,4,5,6-tetrahydropyrimidin-4-yl]-6-[(carbamoylamino)methylidene]-9,12-bis(hydroxymethyl)-2,5,8,11,14-pentaoxo-1,4,7,10,13-pentazacyclohexadec-15-yl]hexanamide;sulfuric acid	C1C(N=C(NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N.OS(=O)(=O)O	VIOMYCIN SULFATE
(2R,3S,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	VIDARABINE
3-[(23S,24R)-14-ethenyl-22,23-bis(methoxycarbonyl)-5-(3-methoxy-3-oxopropyl)-4,10,15,24-tetramethyl-25,26,27,28-tetrazahexacyclo[16.6.1.13,6.18,11.113,16.019,24]octacosa-1,3,5,7,9,11(27),12,14,16,18(25),19,21-dodecaen-9-yl]propanoic acid;3-[(23S,24R)-14-ethenyl-22,23-bis(methoxycarbonyl)-9-(3-methoxy-3-oxopropyl)-4,10,15,24-tetramethyl-25,26,27,28-tetrazahexacyclo[16.6.1.13,6.18,11.113,16.019,24]octacosa-1,3,5,7,9,11(27),12,14,16,18(25),19,21-dodecaen-5-yl]propanoic acid	CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C.CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)O)C(=C3C)CCC(=O)OC)C=C	VERTEPORFIN
